Country Name,Series Name,2016 [YR2016],2017 [YR2017]
Uganda,GNI per capita (constant 2015 US$),859.9515664,851.2918872
Uganda,Rule of Law: Estimate,-0.270433575,-0.319819033
Uganda,Voice and Accountability: Estimate,-0.647862375,-0.588405192
Uganda,Political Stability and Absence of Violence/Terrorism: Estimate,-0.718276322,-0.569948792
Uganda,Government Effectiveness: Estimate,-0.631866992,-0.632896423
Uganda,Regulatory Quality: Estimate,-0.272560328,-0.262065619
Uganda,Control of Corruption: Estimate,-1.086224794,-1.069670916
Uganda,Mobile cellular subscriptions (per 100 people),58.94061569,62.17465834
Uganda,Fixed broadband subscriptions (per 100 people),0.237415,..
Uganda,Fixed telephone subscriptions (per 100 people),0.949,0.653
Tanzania,GNI per capita (constant 2015 US$),940.961731,973.3712158
Tanzania,Rule of Law: Estimate,-0.394902527,-0.469080985
Tanzania,Voice and Accountability: Estimate,-0.223028824,-0.278151184
Tanzania,Political Stability and Absence of Violence/Terrorism: Estimate,-0.448246777,-0.570162177
Tanzania,Government Effectiveness: Estimate,-0.606329381,-0.682943881
Tanzania,Regulatory Quality: Estimate,-0.483072639,-0.610303104
Tanzania,Control of Corruption: Estimate,-0.531090379,-0.487049073
Tanzania,Mobile cellular subscriptions (per 100 people),73.60819776,71.00758398
Tanzania,Fixed broadband subscriptions (per 100 people),0.591695,1.37184
Tanzania,Fixed telephone subscriptions (per 100 people),0.241,0.228
"Yemen, Rep.",GNI per capita (constant 2015 US$),..,..
"Yemen, Rep.",Rule of Law: Estimate,-1.673383236,-1.765303373
"Yemen, Rep.",Voice and Accountability: Estimate,-1.690165281,-1.691050649
"Yemen, Rep.",Political Stability and Absence of Violence/Terrorism: Estimate,-2.784488678,-2.934315443
"Yemen, Rep.",Government Effectiveness: Estimate,-1.905879259,-1.952666759
"Yemen, Rep.",Regulatory Quality: Estimate,-1.49802947,-1.489440441
"Yemen, Rep.",Control of Corruption: Estimate,-1.695552111,-1.617752194
"Yemen, Rep.",Mobile cellular subscriptions (per 100 people),56.13532103,51.13427811
"Yemen, Rep.",Fixed broadband subscriptions (per 100 people),0.860254,1.11512
"Yemen, Rep.",Fixed telephone subscriptions (per 100 people),3.63,3.6
Zambia,GNI per capita (constant 2015 US$),..,..
Zambia,Rule of Law: Estimate,-0.31208849,-0.33975932
Zambia,Voice and Accountability: Estimate,-0.300620377,-0.335553706
Zambia,Political Stability and Absence of Violence/Terrorism: Estimate,0.132928282,0.142042592
Zambia,Government Effectiveness: Estimate,-0.737051845,-0.700921834
Zambia,Regulatory Quality: Estimate,-0.539625227,-0.515828371
Zambia,Control of Corruption: Estimate,-0.426889509,-0.56772095
Zambia,Mobile cellular subscriptions (per 100 people),71.66749335,77.68815498
Zambia,Fixed broadband subscriptions (per 100 people),0.187911,0.205902
Zambia,Fixed telephone subscriptions (per 100 people),0.6,0.582
"Congo, Dem. Rep.",GNI per capita (constant 2015 US$),470.5584182,465.6979878
"Congo, Dem. Rep.",Rule of Law: Estimate,-1.64749825,-1.71502316
"Congo, Dem. Rep.",Voice and Accountability: Estimate,-1.412190676,-1.465801239
"Congo, Dem. Rep.",Political Stability and Absence of Violence/Terrorism: Estimate,-2.224589348,-2.339438915
"Congo, Dem. Rep.",Government Effectiveness: Estimate,-1.558774948,-1.66798234
"Congo, Dem. Rep.",Regulatory Quality: Estimate,-1.321727157,-1.486596823
"Congo, Dem. Rep.",Control of Corruption: Estimate,-1.366570234,-1.446218252
"Congo, Dem. Rep.",Mobile cellular subscriptions (per 100 people),35.47706053,41.97184654
"Congo, Dem. Rep.",Fixed broadband subscriptions (per 100 people),0.00119109,0.00114832
"Congo, Dem. Rep.",Fixed telephone subscriptions (per 100 people),0,0
Mauritania,GNI per capita (constant 2015 US$),1509.679756,1569.571845
Mauritania,Rule of Law: Estimate,-0.745787799,-0.619425774
Mauritania,Voice and Accountability: Estimate,-0.774358869,-0.801386774
Mauritania,Political Stability and Absence of Violence/Terrorism: Estimate,-0.748691559,-0.629497826
Mauritania,Government Effectiveness: Estimate,-0.852689743,-0.80409348
Mauritania,Regulatory Quality: Estimate,-0.788824499,-0.82117039
Mauritania,Control of Corruption: Estimate,-0.76229012,-0.77436024
Mauritania,Mobile cellular subscriptions (per 100 people),89.19718946,97.93613675
Mauritania,Fixed broadband subscriptions (per 100 people),0.272619,0.300123
Mauritania,Fixed telephone subscriptions (per 100 people),1.3,1.36
Vanuatu,GNI per capita (constant 2015 US$),2764.371966,2808.606256
Vanuatu,Rule of Law: Estimate,0.402650177,0.544383764
Vanuatu,Voice and Accountability: Estimate,0.66418165,0.694656551
Vanuatu,Political Stability and Absence of Violence/Terrorism: Estimate,0.48971042,0.676284015
Vanuatu,Government Effectiveness: Estimate,-0.955816031,-0.966169059
Vanuatu,Regulatory Quality: Estimate,-0.29666853,-0.31364423
Vanuatu,Control of Corruption: Estimate,-0.087068856,0.0038484
Vanuatu,Mobile cellular subscriptions (per 100 people),77.18541901,78.56146142
Vanuatu,Fixed broadband subscriptions (per 100 people),1.61198,..
Vanuatu,Fixed telephone subscriptions (per 100 people),1.67,1.62
