#,project_date,project_ref#,investing_company,parent_company,company_profile,website,revenue_(usd_m),headcount,r&d_expenditure_(usd_m),year_established,company_email,company_telephone,source_region,source_country,source_state,source_admin_region_(us_county),source_city,destination_region,destination_country,destination_state,destination_admin_region_(us_county),destination_city,free_zone,relocation,sector,sub_sector,cluster,activity,jobs_created,estimated,capital_investment,estimated.1,project_type,project_status,motive_description,markets_served,joint_venture_companies,source,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
231,2018-04-01,#303948,Myanmar Strategic Holdings,Macan,"Macan participates in all stages of ventures in a range of markets and sectors. The company forms deep partnerships with entrepreneurs to build their firms by committing its time, network and resources. Macan was founded in 2012 and headquartered in Singapore.",www.macan.com.sg,,,,2012.0,,+6586223877,Asia-Pacific,singapore,Singapore,Singapore,Singapore,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Business services,"Schools, colleges, universities, & professional schools",Creative Industries,Education & Training,30,Yes,15.3,Yes,New,Announced,"Enrico Cesenni, founder, ""The Board continues to seek new opportunities in this exciting market and is confident in its ability to identify areas of rapid growth.""",,,http://www.4-traders.com/news/Myanmar-Strategic-Opening-of-third-Wall-Street-English-centre--26320093/,True,False,False,False,True,False,business_services_schools_colleges_universities_and_professional_schools_education_and_training,False,False,2018
239,2018-04-01,#304836,Myanmar Brewery,Kirin,"Kirin is a holding company engaged in the manufacture and sale of alcohol beverages and soft drinks. The company has four divisions. The alcohol beverage division is engaged in the manufacture and sale of beer, sparkling liquor and new alcohol beverage products, as well as the manufacture and sale of wines, the import of alcohol drinks, in addition to the automobile transportation and food industry-related engineering businesses. The beverage and food division manufactures and sells soft drinks, milk, dairy products, mineral water, fruit juice and seasonings. The pharmaceutical division is involved in the manufacture and sale of pharmaceutical products, as well as the research and development of pharmaceutical products. The company also operates a division which is engaged in the flower-related businesses. Kirin was founded in 1885 and is headquartered in Tokyo, Japan.",www.kirin.co.jp,17099.55,31040.0,474.6,1885.0,,,Asia-Pacific,japan,Kanto,Tokyo,Tokyo,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Food & Beverages,Breweries & distilleries,Agribusiness,Manufacturing,264,Yes,31.8,Yes,Expansion,Announced,,,,https://asia.nikkei.com/Business/Companies/Kirin-to-brew-60-more-beer-in-thirsty-Myanmar,False,False,False,True,False,False,food_and_beverages_breweries_and_distilleries_manufacturing,False,False,2018
240,2018-04-01,#303897,Auston Institute of Management,Auston Institute of Management,Auston Institute of Management is a Singapore-headquartered education company focused on engineering and project management titles. The company was founded in 1996.,www.auston.edu.lk,,,,1996.0,ask@auston.edu.sg,+6563345900,Asia-Pacific,singapore,Singapore,Singapore,Singapore,Asia-Pacific,myanmar,Mandalay,Not Specified,Mandalay,,,Business services,"Schools, colleges, universities, & professional schools",Creative Industries,Education & Training,30,Yes,15.3,Yes,New,Announced,,,"Myanmar Strategic Holdings, Auston Institute of Management",https://www.mmtimes.com/news/myanmar-strategic-holdings-jv-operate-yangon-private-school.html,True,False,False,False,True,False,business_services_schools_colleges_universities_and_professional_schools_education_and_training,False,False,2018
245,2018-04-01,#302276,SGG Motor Services,Yoma Strategic,"Yoma Strategic Holdings, an investment holding company, engages in real estate, agriculture, automotive, and luxury tourism businesses in Myanmar. The company develops gated community, residential, retail mall, serviced apartments, office towers, and landmark development projects. It is also involved in constructing residential units; rental of properties; property development and management, and design and architectural services; and advertising services, as well as operates quick services restaurants. Yoma Strategic was incorporated in 1962 and is headquartered in Singapore.",www.yomastrategic.com,79.3,,,,,,Asia-Pacific,singapore,Singapore,Singapore,Singapore,Asia-Pacific,myanmar,Mandalay,Not Specified,Mandalay,,,Non-automotive transport OEM,"Motorcycle, bicycle, & parts",Transport Equipment,Maintenance & Servicing,154,Yes,99.4,Yes,New,Opened,"Michael Rudenmark, head, automotive, yoma strategic,"" With our excellent range of products and early market entry we have a great opportunity to capture a large share of a motorcycle leisure market that is constantly growing in Myanmar.""",,,http://www.mizzima.com/business-domestic/myanmar%E2%80%99s-first-ducati-motorcycle-showroom-and-service-centre-opens-mandalay,True,False,False,False,True,False,non_automotive_transport_oem_motorcycle_bicycle_and_parts_maintenance_and_servicing,False,False,2018
257,2018-03-01,#299804,R&K Trading,R&K Trading,"R&K Trading is an iron and steel trader. The firm was founded in 1992 and is based in Osaka, Japan.",,100.0,,,1992.0,,+81664482533,Asia-Pacific,japan,Kansai,Osaka,Osaka,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Metals,Steel products,Industrial,Manufacturing,62,Yes,18.82,No,Expansion,Announced,,,,Factiva,False,False,False,True,False,False,metals_steel_products_manufacturing,False,False,2018
258,2018-03-01,#300176,FGV Holdings (Felda Global Ventures Holdings),FELDA Holdings,"FELDA Holdings, through its subsidiaries, engages in palm oil business. The company provides plantation development and management, oil palm processing, replanting, agricultural and plantation advisory, and cattle rearing services, as well as produces, refines, markets and packages oil based products. It is also involved in breeding and trading biological assets; animal food production; and fresh meat and carcass supply. FELDA Holdings was founded in 1988 and is based in Kuala Lumpur, Malaysia. The company is one of several private corporate entities launched by the Federal Land Development Authority (FELDA).",www.fgvholdings.com/,3278.28,17100.0,,1988.0,gv.enquiries@feldaglobal.com,+60328590000,Asia-Pacific,malaysia,Kuala Lumpur,Not Specified,Kuala Lumpur,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Food & Beverages,Grains & oilseed,Agribusiness,Manufacturing,264,Yes,31.8,Yes,New,Announced,,,,http://www.theedgemarkets.com/article/we-can-live-without-european-union-%E2%80%94-fgv,False,False,False,False,True,False,food_and_beverages_grains_and_oilseed_manufacturing,True,False,2018
262,2018-03-01,#300427,Kalbe Farma,Kalbe Farma,"Kalbe Farma, together with its subsidiaries, engages in the production and development of pharmaceutical products. The company operates in four divisions: prescription pharmaceuticals, consumer health, nutritionals and distribution and logistics. The prescription pharmaceuticals division provides generic drugs, branded generics and licensed drugs. The consumer health division offers over-the-counter drugs and supplements and other preventive products, as well as energy drinks and healthy ready-to-drink products. The nutritionals division provides products for various age segments; and nutritional products for consumers with special medical needs. The distribution and logistics division distributes third party pharmaceuticals products, as well as operates an integrated chain of clinics that provide physician's general practice, pharmacies, laboratory and health mart services. Founded in 1966, the company is headquartered in Jakarta, Indonesia.",www.kalbe.co.id,,,,,,,Asia-Pacific,indonesia,Java,Jakarta,Jakarta,Asia-Pacific,myanmar,Not Specified,Not Specified,Not Specified,,,Pharmaceuticals,Pharmaceutical preparations,Life sciences,Manufacturing,20,Yes,14.0,No,New,Announced,"Vidjongtius, president ""I think Myanmar has great market potential as several Kalbe OTC drugs are already popular there,""",,,http://www.britcham.or.id/post/1112/kalbe-farma-to-expand-business-build-plant-in-myanmar-this-year,False,False,False,False,True,False,pharmaceuticals_pharmaceutical_preparations_manufacturing,False,False,2018
263,2018-03-01,#301145,European Plastics Window Company (Eurowindow),European Plastics Window Company (Eurowindow),"European Plastics Window Company Ltd. manufactures and supplies windows and doors for customers worldwide. It offers uPVC products, which include tilt and turn inward opening windows, single sash entrance doors and internal doors, inward opening windows, balcony doors, outward opening windows, casement doors, UPVC partitions, sliding windows, sliding entrance doors, glass partitions, top hung windows, and folding entrance doors. The company also provides aluminum products, which include skylights, cobalt bulletproof doors, curtain walls, aluminum doors, and partitions; finger-joined wooden doors, natural wooden doors, composed wooden doors, and MDF and HDF wooden doors; automatic and rolling doors; glass products, including safety, tempered, double glazing, and pattern glass; and integrated blinds. In addition, it offers a range of services to customers from consultations, measurement, and design to production, installation, and maintenance work. Its products are used in various construction projects, such as office buildings, hotels, condominiums, and villas. The company offers its products through a network of distribution agents, as well as showrooms. European Plastics Window Company Ltd. was founded in 2002 and is based in Hanoi, Vietnam.",www.eurowindow.biz/en,,,,2002.0,infoew@eurowindow.biz,+84437474700,Asia-Pacific,vietnam,Ha Noi,Not Specified,Ha Noi,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Building materials,Other (Building materials ),Construction,Manufacturing,166,Yes,44.4,Yes,New,Announced,,South-east Asia,,https://www.dealstreetasia.com/stories/vietnam-eurowindow-myanmar-factories-94465/,False,False,False,False,True,False,building_materials_other_building_materials__manufacturing,False,False,2018
268,2018-03-01,#301774,Muang Thai Life Assurance,Muang Thai Life Assurance,"Muang Thai Life Assurance provides life insurance services to the people of Thailand. Its products and services include ordinary life insurance, salary savings life insurance, industrial life insurance, group life insurance, accidental and health insurance, loan and mortgage insurance. The company distributes its products through financial institutions, brokers, countrywide branches, a network of business alliances, and other business counterparts. Muang Thai Life Assurance Public Company Limited was formerly known as Muang Thai Life Assurance Co., Ltd. The company was founded in 1951 and is based in Bangkok, Thailand.",www.muangthai.co.th,672.94,,,1951.0,,,Asia-Pacific,thailand,Central,Not Specified,Bangkok,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Financial services,Insurance,Financial Services,"Sales, Marketing & Support",240,Yes,43.5,Yes,New,Announced,,,,http://www3.asiainsurancereview.com/Magazine/ReadMagazineArticle?aid=40584,False,False,False,False,True,True,financial_services_insurance_sales_marketing_and_support,False,False,2018
270,2018-03-01,#301974,Matsuoka,Matsuoka,"Matsuoka Corporation is a Japan-based fashion company, involved in the design and manufacturing of men's wear and woman's wear. The company was established in 1956, in Fukuyama and has since broadened its reach throughout Asia-Pacific and the US through its subsidiaries.",www.matsuoka.co.jp,,,,1956.0,,+81832675566,Asia-Pacific,japan,Chugoku,Yamaguchi,Shimonoseki,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Textiles,Clothing & clothing accessories,"Wood, Apparel & Related Products",Manufacturing,1330,Yes,34.0,Yes,Expansion,Announced,,,,https://asia.nikkei.com/Business/China-s-high-costs-push-clothing-maker-Adastria-to-Southeast-Asia,False,False,False,True,False,False,textiles_clothing_and_clothing_accessories_manufacturing,False,False,2018
271,2018-03-01,#301144,European Plastics Window Company (Eurowindow),European Plastics Window Company (Eurowindow),"European Plastics Window Company Ltd. manufactures and supplies windows and doors for customers worldwide. It offers uPVC products, which include tilt and turn inward opening windows, single sash entrance doors and internal doors, inward opening windows, balcony doors, outward opening windows, casement doors, UPVC partitions, sliding windows, sliding entrance doors, glass partitions, top hung windows, and folding entrance doors. The company also provides aluminum products, which include skylights, cobalt bulletproof doors, curtain walls, aluminum doors, and partitions; finger-joined wooden doors, natural wooden doors, composed wooden doors, and MDF and HDF wooden doors; automatic and rolling doors; glass products, including safety, tempered, double glazing, and pattern glass; and integrated blinds. In addition, it offers a range of services to customers from consultations, measurement, and design to production, installation, and maintenance work. Its products are used in various construction projects, such as office buildings, hotels, condominiums, and villas. The company offers its products through a network of distribution agents, as well as showrooms. European Plastics Window Company Ltd. was founded in 2002 and is based in Hanoi, Vietnam.",www.eurowindow.biz/en,,,,2002.0,infoew@eurowindow.biz,+84437474700,Asia-Pacific,vietnam,Ha Noi,Not Specified,Ha Noi,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Building materials,Other (Building materials ),Construction,Manufacturing,45,Yes,17.5,No,New,Announced,,South-east Asia,,https://www.dealstreetasia.com/stories/vietnam-eurowindow-myanmar-factories-94465/,False,False,False,False,True,False,building_materials_other_building_materials__manufacturing,False,False,2018
281,2018-03-01,#300335,Acudeen Technologies,Acudeen Technologies,"Acudeen Technologies is an online technology platform that connects small and medium enterprises to financial institutions through invoice discounting. The company was founded in 2016 and is based in Makati, the Philippines.",www.acudeen.com,,,,2016.0,info@acudeen.com,+6328170440,Asia-Pacific,philippines,National Capital Region (NCR),Metro Manila,Makati,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Software & IT services,"Software publishers, except video games",Financial Services,"Sales, Marketing & Support",39,Yes,6.7,Yes,New,Opened,,,,https://business.mb.com.ph/2018/03/24/filipino-fintech-startup-expanding-in-southeast-asia/,False,False,False,False,True,False,software_and_it_services_software_publishers_except_video_games_sales_marketing_and_support,False,False,2018
282,2018-03-01,#301148,Hotel Sofitel,Accor,"Accor operates a chain of hotels worldwide. The company operates through HotelServices and HotelInvest segments. It operates a portfolio of luxury, upscale, midscale, economy, and budget hotels under the Sofitel, Pullman, MGallery, Grand Mercure, The Sebel, Novotel, Mama Shelter, Suite Novotel, Mercure, Adagio, Adagio Access, ibis, ibis Styles, ibis budget, hotelF1, Jo&Joe and Thalassa sea & spa brands. As of December 2015, the company operated approximately 510,000 rooms in 3900 hotels. The company was founded in 1967 and is based in Paris, France.",www.accor.com,2397.61,0.0,,1967.0,,+332082377474,Western Europe,france,Ile-de-France,Paris,Paris,Asia-Pacific,myanmar,Shan State,Not Specified,Nyaungshwe,,,Hotels & tourism,Accommodation,Tourism,Construction,263,Yes,179.0,Yes,New,Opened,,,,file:///C:/Users/michael.webb/Downloads/Press_Release_-Sofitel_Inle_Lake_Myat_Min.pdf,False,False,False,True,False,False,hotels_and_tourism_accommodation_construction,False,False,2018
283,2018-03-01,#301166,Yunnan Provincial Energy Investment Group,Yunnan Investment Holding Group,"Yunnan Investment Holding Group is an industrial conglomerate operating through its subsidiaries in energy sources, transportation, urban construction, travelling, papermaking, finance, chemical, science and technology, and medical sectors. The company was formerly known as Yunnan Developing and Investment and changed its name to Yunnan Investment Holding Group in September, 2007. Yunnan Investment Holding Group was founded in 1997 and is headquartered in Kunming, China.",www.cnyeig.com,,,,1997.0,,,Asia-Pacific,china,Yunnan,Not Specified,Kunming,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,"Coal, oil & gas",Fossil fuel electric power,Energy,Electricity,62,Yes,1148.8,Yes,New,Opened,,,Yunnan Provincial Energy Investment Group,https://www.yicaiglobal.com/news/chinese-built-gas-power-plant-myanmar-starts-operations-ahead-schedule,False,False,False,False,True,True,coal_oil_and_gas_fossil_fuel_electric_power_electricity,False,False,2018
286,2018-03-01,#302205,European Plastics Window Company (Eurowindow),European Plastics Window Company (Eurowindow),"European Plastics Window Company Ltd. manufactures and supplies windows and doors for customers worldwide. It offers uPVC products, which include tilt and turn inward opening windows, single sash entrance doors and internal doors, inward opening windows, balcony doors, outward opening windows, casement doors, UPVC partitions, sliding windows, sliding entrance doors, glass partitions, top hung windows, and folding entrance doors. The company also provides aluminum products, which include skylights, cobalt bulletproof doors, curtain walls, aluminum doors, and partitions; finger-joined wooden doors, natural wooden doors, composed wooden doors, and MDF and HDF wooden doors; automatic and rolling doors; glass products, including safety, tempered, double glazing, and pattern glass; and integrated blinds. In addition, it offers a range of services to customers from consultations, measurement, and design to production, installation, and maintenance work. Its products are used in various construction projects, such as office buildings, hotels, condominiums, and villas. The company offers its products through a network of distribution agents, as well as showrooms. European Plastics Window Company Ltd. was founded in 2002 and is based in Hanoi, Vietnam.",www.eurowindow.biz/en,,,,2002.0,infoew@eurowindow.biz,+84437474700,Asia-Pacific,vietnam,Ha Noi,Not Specified,Ha Noi,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Building materials,Other (Building materials ),Construction,"Sales, Marketing & Support",7,Yes,0.4,Yes,New,Opened,,,,https://www.mmtimes.com/news/vietnams-eurowindow-expands-myanmar-more-investments-expected.html,False,False,False,False,True,False,building_materials_other_building_materials__sales_marketing_and_support,False,False,2018
294,2018-02-01,#298148,Sido Muncul,Sido Muncul,"Sido Muncul provides herbal medicines, cosmetics, and foods and beverages related to health in Indonesia and internationally. The company produces approximately 80 types of medicines consisting of ethical products, OTC products, food supplements, and medical herbs. Its products include Anacetine, a medicine to reduce fever; Combicitrine, a medicine for bacteries/worms removal; Berlosid, a medicine for gastric pains; Anabion multivitamins for children; Suprabion multivitamins for adults; and Telon Oil. The company also manufactures herbal extracts. In addition, it offers confectionary products, energy and health drinks, and other products. Further, the company is involved in commerce and land transportation activities. PT Industri Jamu dan Farmasi Sido Muncul Tbk is headquartered in Semarang, Indonesia, and was founded in 1940.",www.sidomuncul.com,,,,1940.0,info@sidomuncul.com,+62298523515,Asia-Pacific,indonesia,Java,Central Java,Semarang,Asia-Pacific,myanmar,Not Specified,Not Specified,Not Specified,,,Pharmaceuticals,Medicinal & botanical,Life sciences,"Sales, Marketing & Support",76,Yes,7.3,Yes,New,Announced,,,,http://www.thejakartapost.com/news/2018/02/01/sido-muncul-expand-se-asia.html,False,False,False,False,True,False,pharmaceuticals_medicinal_and_botanical_sales_marketing_and_support,False,False,2018
300,2018-02-01,#298572,United Motor Works (Siam) Co,United Motor Works (Siam) Co,"United Motor Works (Siam) Public Company Limited imports and distributes automotive service equipment. The company is the sole distributor of Briggs and Stratton diesel generator from the United States and ""McKay"" plough disc from Australia. The firm is based in Bangkok, Thailand and was founded in 1947.",umwsiam.com/,,,,1947.0,yinhninoo@umwsiam.com,+6620335959,Asia-Pacific,thailand,Central,Not Specified,Bangkok,Asia-Pacific,myanmar,Not Specified,Not Specified,Not Specified,,,Industrial equipment,General purpose machinery,Industrial,"Sales, Marketing & Support",15,Yes,3.6,Yes,New,Announced,"Atsushi Tomita, managing director,""Myanmar is our second largest market in Asean after Thailand because they are neighbouring countries. Sharing the growth in their mechanisation will benefit both countries,""",,,http://www.nationmultimedia.com/detail/Corporate/30338568,False,False,False,False,True,True,industrial_equipment_general_purpose_machinery_sales_marketing_and_support,False,False,2018
305,2018-02-01,#299478,"Thai Drinks Co., Ltd",Thai Beverage (ThaiBev),"Thai Beverage, together with its subsidiaries, produces and distributes alcoholic and non-alcoholic beverages in Thailand and internationally. The company operates through four segments: spirits, beer, non-alcoholic beverages, and food. It offers beer; spirits, including brown spirits, white spirits, brandy, Chinese herb spirits, and others; gin, vodka, and whisky; and non-alcoholic beverages comprising drinking water, soda water, electrolyte beverages, energy drinks, green tea, ready-to-drink coffee, and fruit flavoured drinks. Thai Beverage was incorporated in 2003 and is based in Bangkok, Thailand.",www.thaibev.com,4801.4,,,2003.0,,,Asia-Pacific,thailand,Central,Not Specified,Bangkok,Asia-Pacific,myanmar,Not Specified,Not Specified,Not Specified,,,Food & Beverages,Soft drinks & ice,Agribusiness,Manufacturing,264,Yes,31.8,Yes,New,Announced,,,,https://www.bangkokpost.com/business/news/1417323/est-cola-gets-b500m-push,False,False,False,False,True,True,food_and_beverages_soft_drinks_and_ice_manufacturing,False,False,2018
319,2018-02-01,#299264,Harbor Star Shipping Services,Harbor Star Shipping Services,"Harbor Star Shipping Services provides tugboat-based marine services in the Philippines. The company's services include harbour assistance services for public or open ports, as well as to private ports managed by corporations engaged in the oil and gas, power and mining industries, oil and chemical spill response services, diving and other marine services, ship repairs and fire fighting services. The company was formerly known as Seatows and changed its name in 1998. Harbor Star Shipping Services was incorporated in 1988 and is headquartered in Makati, Philippines.",www.harborstar.com.ph,,,,1988.0,info@harborstar.com.ph,+6328896410,Asia-Pacific,philippines,National Capital Region (NCR),Metro Manila,Makati,Asia-Pacific,myanmar,Not Specified,Not Specified,Not Specified,,,Transportation & Warehousing,Water transportation,Transportation & Warehousing,"Sales, Marketing & Support",30,Yes,51.6,Yes,New,Opened,,,,http://bworldonline.com/harbor-star-poised-enter-myanmar/,False,False,False,False,True,False,transportation_and_warehousing_water_transportation_sales_marketing_and_support,False,False,2018
320,2018-02-01,#299511,Yamato Holdings,Yamato Holdings,"Yamato Holdings provides delivery, logistics, home convenience, e-business, financial, and truck maintenance services. The company operates through six segments encompassing delivery, BIZ-logistics, home convenience, e-business, financial and auto-works. The company also provides highway transportation, personnel placement and JITBOX charter services. It has operations in Japan, North America, and internationally. The company was founded in 1919 and is headquartered in Tokyo, Japan.",www.kuronekoyamato.co.jp,13494.71,201780.0,,1919.0,ir@kuronekoyamato.co.jp,+81335414141,Asia-Pacific,japan,Kanto,Tokyo,Tokyo,Asia-Pacific,myanmar,Not Specified,Not Specified,Not Specified,,,Transportation & Warehousing,Freight/Distribution Services,Transportation & Warehousing,"Logistics, Distribution & Transportation",151,Yes,78.5,Yes,New,Opened,,South-east Asia,"Yamato Holdings, Aye International Group",https://asia.nikkei.com/Business/Companies/Yamato-to-expand-logistics-business-in-Southeast-Asia,False,False,False,True,False,False,transportation_and_warehousing_freightdistribution_services_logistics_distribution_and_transportation,False,False,2018
321,2018-02-01,#299722,Trouw Nutrition,SHV Holdings,"SHV Holdings engages in energy distribution and marketing, cash and carry wholesale, industrial services, and heavy lifting and transport businesses worldwide. The company supplies liquefied petroleum gas under the Primagaz, Calor Gas, Liquigas, Super Gas, Ipragaz, Supergasbras, Xiweigas, and Gaspol brand names; distributes liquefied natural gas and renewable energy; and invests in renewable energy solutions and LPG technology, such as micro combined heat and power, and fuel cells. It also invests in joint ventures that are involved in oil and gas exploration, development, and production activities primarily in the Netherlands and the United Kingdom. In addition, the company engages in cash and carry wholesale with 161 Makro stores in South America, which sells food and non-food products to small and medium-sized retailers, hospitality industry, and the institutional market; and provides heavy lifting and transport solutions in the petrochemical, power, offshore, marine, and civil engineering sectors. SHV Holdings was founded in 1896 and is based in Utrecht, the Netherlands.",www.shv.nl,19490.65,51600.0,,1896.0,,+310334226100,Western Europe,netherlands,West Netherlands,Utrecht,Utrecht,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),Thilawa Special Economic Zone,,Food & Beverages,Animal food,Agribusiness,Manufacturing,15,No,4.7,Yes,New,Opened,,ASEAN,,https://www.mmtimes.com/news/dutch-animal-nutrition-firm-starts-manufacturing-thilawa.html,True,False,False,True,False,False,food_and_beverages_animal_food_manufacturing,False,False,2018
334,2018-01-01,#295998,Vietnam Dairy Products (Vinamilk),Vietnam Dairy Products (Vinamilk),"Vietnam Dairy Products provides milk and dairy products in Vietnam and internationally. It processes, manufactures, and distributes milk cake, soya milk, fresh milk, refreshment drinks, bottled milk, powdered milk, nutritious powder, and other milk products. The company also offers yogurt, condensed milk, ice-cream, and cheese, as well as beverages, such as fruit juices, aloe vera drinks, bottled drinking water, salty lemonade, and tea. The company was founded in 1976 and is headquartered in Ho Chi Minh, Vietnam.",vinamilk.com.vn,2430.0,9803.0,,1976.0,vinamilk@vinamilk.com.vn,+84854155555,Asia-Pacific,vietnam,Ho Chi Minh,Not Specified,Ho Chi Minh,Asia-Pacific,myanmar,Myanmar,Not Specified,Not Specified,,,Food & Beverages,Dairy products,Agribusiness,Manufacturing,264,Yes,31.8,Yes,New,Announced,,,,http://vietnamnews.vn/economy/421957/vinamilk-set-to-expand-abroad.html#Ekh6OIpOtrcvrdc6.97,False,False,False,False,True,False,food_and_beverages_dairy_products_manufacturing,False,False,2018
337,2018-01-01,#296305,HUBS MK,HUBS MK,HUBS MK is based in South Korea.,,,,,,,,Asia-Pacific,south_korea,Not Specified,Not Specified,Not Specified,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Transportation & Warehousing,Freight/Distribution Services,Transportation & Warehousing,"Logistics, Distribution & Transportation",516,Yes,98.0,No,New,Announced,,,,https://frontiermyanmar.net/en/south-korean-firm-signs-mou-to-build-100m-logistics-hub-in-yangon,False,False,False,False,True,False,transportation_and_warehousing_freightdistribution_services_logistics_distribution_and_transportation,False,False,2018
340,2018-01-01,#295291,Thonburi Healthcare Group,Thonburi Healthcare Group,"Thonburi Healthcare Group Public Company Limited operates private hospitals in Thailand and internationally. The company operates through Medical Services, Healthcare Solution Provider Businesses, and Other Businesses segments. It offers services in various medical fields, including general medicine, pediatrics, obstetrics and gynecology, ophthalmology, otolaryngology, general surgery, bone and joint surgery, cardiology, neurology, dermatology, dentistry, and hemodialysis treatment; and management services for state hospitals, as well as for heart centers in the public and private sectors. The company also provides medical care services at patients' home; distributes medical supplies, devices, and equipment under the Adec, W&H, AO, Heraeus, Megagen, SAM, Melag, and Alpro brands; and develops hospital management software. As of June 30, 2016, it operated two Bangkok-based hospitals, such as Thonburi and Thonburi2 hospitals; and three provincial hospitals, including Rajyindee, Ubonrak Thonburi, and Sirivej Chanthaburi hospitals. Thonburi Healthcare Group Public Company Limited was founded in 1977 and is based in Bangkok, Thailand",www.thg.co.th,,,,1977.0,ariya@thonburihospital.com,+6624872000,Asia-Pacific,thailand,Central,Not Specified,Bangkok,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Healthcare,General medical & surgical hospitals,Life sciences,Construction,1207,Yes,75.0,No,New,Announced,"Boon Vanasin, chairman ""Rising incomes and under-developed healthcare systems create opportunities for exponential growth in neighbouring countries,""",,,https://www.bloomberg.com/news/articles/2018-01-24/best-performing-thai-health-stock-to-tap-myanmar-for-expansion,False,False,False,False,True,True,healthcare_general_medical_and_surgical_hospitals_construction,False,False,2018
348,2018-01-01,#296663,"PT Phapros, Tbk",PT Rajawali Nusantara Indonesia,"PT Rajawali Nusantara Indonesia, through its subsidiaries, engages in agro-industry, and pharmaceuticals and medical device, as well as trading and distribution business. The company's agro-industry business activities include operating sugar factories in West Java, Yogyakarta, and East Java; and palm and tea plantations and processing factories. Its pharmaceuticals and medical devices activities comprise drug manufacturing, and syringes and condoms factory operations. In addition, the company engages in commerce distribution. PT Rajawali Nusantara Indonesia was founded in 1964 and is based in Jakarta, Indonesia.",www.rni.co.id,,,,1964.0,,,Asia-Pacific,indonesia,Java,Jakarta,Jakarta,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),Yangon Industrial Estate,,Pharmaceuticals,Pharmaceutical preparations,Life sciences,Manufacturing,199,Yes,50.8,Yes,New,Announced,,,,https://en.antaranews.com/news/113997/pharmaceutical-companies-from-indonesia-myanmar-establish-joint-venture,False,False,False,False,True,False,pharmaceuticals_pharmaceutical_preparations_manufacturing,False,False,2018
366,2018-01-01,#358688,VFS Global,Kuoni,"Kuoni is a tourist travel company. Kuoni was founded in 1906 and is currently headquartered in Zurich, Switzerland.",www.kuoni.com,3456.82,0.0,,1906.0,customercare@vfsglobal.com,+97142567077,Western Europe,switzerland,Switzerland,Zurich,Zurich,Asia-Pacific,myanmar,Rangoon (Yangon),Not Specified,Rangoon (Yangon),,,Business services,Other support services,Professional Services,Business Services,11,Yes,12.3,Yes,New,Opened,,,,https://www.vfsglobal.com/en/PDF/media-releases/2018/Netherlands-Myanmar.pdf,True,False,False,True,False,False,business_services_other_support_services_business_services,False,False,2018
