#,project_date,project_ref#,investing_company,parent_company,company_profile,website,revenue_(usd_m),headcount,r&d_expenditure_(usd_m),year_established,company_email,company_telephone,source_region,source_country,source_state,source_admin_region_(us_county),source_city,destination_region,destination_country,destination_state,destination_admin_region_(us_county),destination_city,free_zone,relocation,sector,sub_sector,cluster,activity,jobs_created,estimated,capital_investment,estimated.1,project_type,project_status,motive_description,markets_served,joint_venture_companies,source,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
269,2018-03-01,#301844,CJW International,CJW International,"CJW International Co., Ltd. designs and sells fine jewellery products. The company offers diamonds, jade, and coral jewellery. It is also involved in the wholesale and retail of tobacco, beauty, and other products. The company was founded in 1978 and is based in Taipei City, Taiwan.",www.cjwtaiwan.com,,,,1978.0,,ning@cjwtaiwan.com,Asia-Pacific,taiwan,Taipei,Not Specified,Taipei,Asia-Pacific,cambodia,Not Specified,Not Specified,Not Specified,,,Real estate,Commercial & institutional building construction,Construction,Construction,39,Yes,6.82,No,New,Announced,,,,https://www.reuters.com/article/brief-cjw-international-to-establish-sho/brief-cjw-international-to-establish-shopping-center-in-cambodia-idUSL3N1R92O8,False,False,False,False,True,False,real_estate_commercial_and_institutional_building_construction_construction,False,False,2018
272,2018-03-01,#302127,Green Leader Holdings Group,Green Leader Holdings Group,"Green Leader Holdings Group Limited, an investment holding company, engages in the distribution of information technology products in Hong Kong and the People's Republic of China. It operates through Systems Integration Services and Software Solutions, Mining Operation, Coal Operation, and Cassava Starch Operation segments. The Systems Integration Services and Software Solutions segment provides information technology products, systems integration, technology, software development, Internet, software solution engineering, and maintenance services. The Mining Operation segment engages in the exploration and development of coal deposits, and sale of coking coal, as well as the provision of geological survey services. The Coal Operation segment provides coal trading and logistics services. The Cassava Starch Operation segment engages in cultivation, processing, and sale of cassava starch. The company also engages in energy development and equipment trading activities; and sale of equipment and services. Green Leader Holdings Group Limited has a strategic cooperation framework agreement with Guangxi State Farms Mingyang Biochemical Group, Inc. for the mutual development of cassava industry project in Cambodia. The company was formerly known as North Asia Resources Holdings Limited changed its name to Green Leader Holdings Group Limited in September 2017. Green Leader Holdings Group Limited was founded in 1993 and is headquartered in Central, Hong Kong.",www.greenleader.hk,66.36,891.0,,1993.0,info@greenleader.hk,+85228896289,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Asia-Pacific,cambodia,Stung Treng,Not Specified,Not Specified,,,Food & Beverages,Crop production,Agribusiness,Manufacturing,264,Yes,36.0,Yes,New,Announced,,China,,https://www.khmertimeskh.com/50114123/green-leaders-factory-to-break-ground-next-month/,True,False,False,False,True,False,food_and_beverages_crop_production_manufacturing,True,False,2018
273,2018-03-01,#302128,Green Leader Holdings Group,Green Leader Holdings Group,"Green Leader Holdings Group Limited, an investment holding company, engages in the distribution of information technology products in Hong Kong and the People's Republic of China. It operates through Systems Integration Services and Software Solutions, Mining Operation, Coal Operation, and Cassava Starch Operation segments. The Systems Integration Services and Software Solutions segment provides information technology products, systems integration, technology, software development, Internet, software solution engineering, and maintenance services. The Mining Operation segment engages in the exploration and development of coal deposits, and sale of coking coal, as well as the provision of geological survey services. The Coal Operation segment provides coal trading and logistics services. The Cassava Starch Operation segment engages in cultivation, processing, and sale of cassava starch. The company also engages in energy development and equipment trading activities; and sale of equipment and services. Green Leader Holdings Group Limited has a strategic cooperation framework agreement with Guangxi State Farms Mingyang Biochemical Group, Inc. for the mutual development of cassava industry project in Cambodia. The company was formerly known as North Asia Resources Holdings Limited changed its name to Green Leader Holdings Group Limited in September 2017. Green Leader Holdings Group Limited was founded in 1993 and is headquartered in Central, Hong Kong.",www.greenleader.hk,66.36,891.0,,1993.0,info@greenleader.hk,+85228896289,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Asia-Pacific,cambodia,Tbong Khmum,Not Specified,Not Specified,,,Food & Beverages,Crop production,Agribusiness,Manufacturing,264,Yes,36.0,Yes,New,Announced,,China,,https://www.khmertimeskh.com/50114123/green-leaders-factory-to-break-ground-next-month/,True,False,False,False,True,False,food_and_beverages_crop_production_manufacturing,True,False,2018
274,2018-03-01,#302130,Green Leader Holdings Group,Green Leader Holdings Group,"Green Leader Holdings Group Limited, an investment holding company, engages in the distribution of information technology products in Hong Kong and the People's Republic of China. It operates through Systems Integration Services and Software Solutions, Mining Operation, Coal Operation, and Cassava Starch Operation segments. The Systems Integration Services and Software Solutions segment provides information technology products, systems integration, technology, software development, Internet, software solution engineering, and maintenance services. The Mining Operation segment engages in the exploration and development of coal deposits, and sale of coking coal, as well as the provision of geological survey services. The Coal Operation segment provides coal trading and logistics services. The Cassava Starch Operation segment engages in cultivation, processing, and sale of cassava starch. The company also engages in energy development and equipment trading activities; and sale of equipment and services. Green Leader Holdings Group Limited has a strategic cooperation framework agreement with Guangxi State Farms Mingyang Biochemical Group, Inc. for the mutual development of cassava industry project in Cambodia. The company was formerly known as North Asia Resources Holdings Limited changed its name to Green Leader Holdings Group Limited in September 2017. Green Leader Holdings Group Limited was founded in 1993 and is headquartered in Central, Hong Kong.",www.greenleader.hk,66.36,891.0,,1993.0,info@greenleader.hk,+85228896289,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Asia-Pacific,cambodia,Pursat,Not Specified,Not Specified,,,Food & Beverages,Crop production,Agribusiness,Manufacturing,264,Yes,36.0,Yes,New,Announced,,China,,https://www.phnompenhpost.com/business/chinese-firm-breaks-ground-kratie-cassava-factory,True,False,False,False,True,False,food_and_beverages_crop_production_manufacturing,True,False,2018
278,2018-03-01,#300356,The Dai-Ichi Life Insurance Company,The Dai-Ichi Life Insurance Company,"The Dai-ichi Life Insurance Company provides life insurance products to individual and corporate customers in Japan and internationally. The company offers individual life insurance products and annuities, sells non-life insurance products and savings-type products through financial institutions, such as banks and securities companies. It also provides group life insurance products, group term life and medical care insurance products, which help employees prepare insurance by themselves and group annuities. Further, it provides various investment products, such as domestic bonds and stocks and foreign securities. The company was founded in 1902 and is headquartered in Tokyo, Japan.",www.dai-ichi-life.co.jp,57475.67,60647.0,,1902.0,,+81332161211,Asia-Pacific,japan,Kanto,Tokyo,Tokyo,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Financial services,Insurance,Financial Services,"Sales, Marketing & Support",100,No,37.7,No,New,Opened,,,,https://asia.nikkei.com/Business/Companies/Japan-s-Dai-ichi-Life-plans-foray-into-Cambodia,False,False,False,True,False,False,financial_services_insurance_sales_marketing_and_support,False,False,2018
284,2018-03-01,#301902,Toong,Toong,"Toong operates co-working spaces throughout Vietnam and it also has a presence in Laos and Cambodia. The firm was founded in 2015 and is based in Ha Noi, Vietnam.",toong.com.vn/,,,,2015.0,,+842439263888,Asia-Pacific,vietnam,Ha Noi,Not Specified,Ha Noi,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Real estate,Rental & leasing services,Professional Services,Business Services,8,Yes,1.9,Yes,New,Opened,,,,https://www.dealstreetasia.com/stories/vietnam-co-work-space-operator-toong-to-foray-into-cambodia-94953/,False,False,False,False,True,True,real_estate_rental_and_leasing_services_business_services,False,False,2018
287,2018-03-01,#302140,JACCS,JACCS,"JACCS Co., LTD. is a consumer credit company. The Company provides consumer instalment credits, credit cards, loan guarantees and loans. Jaccs also operates car lease and art rental businesses and have subsidiaries in U.S., Singapore, and Hong Kong. The firm was founded in 1954 and is based in Tokyo, Japan.",www.jaccs.co.jp/,,,,1954.0,,,Asia-Pacific,japan,Kanto,Tokyo,Tokyo,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Financial services,Retail banking,Financial Services,Business Services,60,Yes,30.6,Yes,New,Opened,"Masahiro Arayama, managing director,  ""There is still space to grow .... Cambodia's economy is growing every year, resulting in a higher income for Cambodian people, who demand many consumer products,""",,,https://www.phnompenhpost.com/business/japan-leasing-firm-enters-cluttered-local-market,False,False,False,True,False,False,financial_services_retail_banking_business_services,False,False,2018
289,2018-03-01,#341080,Duan & Duan,Duan & Duan,"Duan & Duan is one of the most well-known local law firms in China. The firm has become well recognized as the pioneer and leader in international legal services for both foreign companies entering China and PRC companies doing business abroad. One of the first privately owned law firms in China. Duan & Duan is now staffed with 50, more than 20 of whom are experienced attorneys and counsels. The firm's advanced management, and its ability to straddle legal systems, languages and cultures has led to the representation in China of a number of the worlds' largest Fortune 500 companies. Since 1993, the firm has represented these companies as they have entered the Chinese marketplace, and has grown as their clients' business in China has expanded. Duan & Duan has also grown in conjunction with their representation of many large Chinese companies in their business dealings abroad. Duan & Duan is honored with almost all the important awards and prizes for law firms in China, for instance, nam",www.duanduan.com,,,,1993.0,,+862162191103,Asia-Pacific,china,Shanghai Municipality,Not Specified,Shanghai,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Business services,Legal services,Professional Services,Business Services,108,Yes,12.3,Yes,New,Opened,,,,https://www.legalbusinessonline.com/news/duan-duan-opens-new-office-new-york/78074,False,False,False,False,True,False,business_services_legal_services_business_services,False,False,2018
290,2018-03-01,#302122,Green Leader Holdings Group,Green Leader Holdings Group,"Green Leader Holdings Group Limited, an investment holding company, engages in the distribution of information technology products in Hong Kong and the People's Republic of China. It operates through Systems Integration Services and Software Solutions, Mining Operation, Coal Operation, and Cassava Starch Operation segments. The Systems Integration Services and Software Solutions segment provides information technology products, systems integration, technology, software development, Internet, software solution engineering, and maintenance services. The Mining Operation segment engages in the exploration and development of coal deposits, and sale of coking coal, as well as the provision of geological survey services. The Coal Operation segment provides coal trading and logistics services. The Cassava Starch Operation segment engages in cultivation, processing, and sale of cassava starch. The company also engages in energy development and equipment trading activities; and sale of equipment and services. Green Leader Holdings Group Limited has a strategic cooperation framework agreement with Guangxi State Farms Mingyang Biochemical Group, Inc. for the mutual development of cassava industry project in Cambodia. The company was formerly known as North Asia Resources Holdings Limited changed its name to Green Leader Holdings Group Limited in September 2017. Green Leader Holdings Group Limited was founded in 1993 and is headquartered in Central, Hong Kong.",www.greenleader.hk,66.36,891.0,,1993.0,info@greenleader.hk,+85228896289,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Asia-Pacific,cambodia,Kratie,Not Specified,Snuol,,,Food & Beverages,Crop production,Agribusiness,Manufacturing,63,Yes,20.0,No,New,Opened,,China,,https://www.khmertimeskh.com/50590868/green-leaders-cassava-factory-to-start-production-in-may/,True,False,False,False,True,False,food_and_beverages_crop_production_manufacturing,True,False,2018
295,2018-02-01,#298151,Sido Muncul,Sido Muncul,"Sido Muncul provides herbal medicines, cosmetics, and foods and beverages related to health in Indonesia and internationally. The company produces approximately 80 types of medicines consisting of ethical products, OTC products, food supplements, and medical herbs. Its products include Anacetine, a medicine to reduce fever; Combicitrine, a medicine for bacteries/worms removal; Berlosid, a medicine for gastric pains; Anabion multivitamins for children; Suprabion multivitamins for adults; and Telon Oil. The company also manufactures herbal extracts. In addition, it offers confectionary products, energy and health drinks, and other products. Further, the company is involved in commerce and land transportation activities. PT Industri Jamu dan Farmasi Sido Muncul Tbk is headquartered in Semarang, Indonesia, and was founded in 1940.",www.sidomuncul.com,,,,1940.0,info@sidomuncul.com,+62298523515,Asia-Pacific,indonesia,Java,Central Java,Semarang,Asia-Pacific,cambodia,Not Specified,Not Specified,Not Specified,,,Pharmaceuticals,Medicinal & botanical,Life sciences,"Sales, Marketing & Support",76,Yes,7.3,Yes,New,Announced,,,,http://www.thejakartapost.com/news/2018/02/01/sido-muncul-expand-se-asia.html,False,False,False,False,True,False,pharmaceuticals_medicinal_and_botanical_sales_marketing_and_support,False,False,2018
301,2018-02-01,#298578,United Motor Works (Siam) Co,United Motor Works (Siam) Co,"United Motor Works (Siam) Public Company Limited imports and distributes automotive service equipment. The company is the sole distributor of Briggs and Stratton diesel generator from the United States and ""McKay"" plough disc from Australia. The firm is based in Bangkok, Thailand and was founded in 1947.",umwsiam.com/,,,,1947.0,yinhninoo@umwsiam.com,+6620335959,Asia-Pacific,thailand,Central,Not Specified,Bangkok,Asia-Pacific,cambodia,Not Specified,Not Specified,Not Specified,,,Industrial equipment,General purpose machinery,Industrial,"Sales, Marketing & Support",15,Yes,3.6,Yes,New,Announced,,,,http://www.nationmultimedia.com/detail/Corporate/30338568,False,False,False,False,True,True,industrial_equipment_general_purpose_machinery_sales_marketing_and_support,False,False,2018
302,2018-02-01,#296513,Omni Navitas,Omni Navitas,"Omni Navitas partners with commercial and industrial property owners, agricultural land and farm owners, and government agencies to implement revenue-generating solar solutions for private and public institutions, with no cost to the owner. The company is based in Boston, Massachusetts.",omni-navitas.com/,,,,,,+18449667652,North America,united_states,Massachusetts,Suffolk County (MA),Boston (MA),Asia-Pacific,cambodia,Koh Kong,Not Specified,Not Specified,,,Renewable energy,Solar electric power,Environmental Technology,Electricity,25,Yes,500.0,No,New,Announced,,,,http://www.phnompenhpost.com/business/massive-solar-farm-planned-us-firm,False,False,False,True,False,False,renewable_energy_solar_electric_power_electricity,False,False,2018
303,2018-02-01,#297088,Mobile World Investment Corporation,Mobile World Investment Corporation,"Mobile World Investment Corporation engages in trading, repair, and maintenance of phones in Vietnam. It offers phones, information technology equipment, cameras, digital equipment, electronic equipment, household appliances, and related accessories. The company was founded in 2004 and is headquartered in Ho Chi Minh, Vietnam.",www.thegioididong.com,,,,2004.0,investor@thegioididong.com,+84838125960,Asia-Pacific,vietnam,Ho Chi Minh,Not Specified,Ho Chi Minh,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Communications,Communications equipment,Retail Trade,Retail,35,Yes,2.0,Yes,New,Announced,,,,https://www.talkvietnam.com/2018/02/mwg-to-open-six-more-bigphone-stores-in-cambodia-this-year/,False,False,False,False,True,True,communications_communications_equipment_retail,False,False,2018
314,2018-02-01,#298386,CloudFlare,CloudFlare,"CloudFlare provides solutions that protect and accelerate websites online. It offers the CloudFlare content delivery network, CloudFlare optimiser and CloudFlare security, as well as security protection services; and detects new attacks that arise against websites on its network. CloudFlare was incorporated in 2009 and is headquartered in San Francisco, California, US.",www.cloudflare.com,656.0,2440.0,90.669,2009.0,,+18889935273,North America,united_states,California,San Francisco City & County (CA),San Francisco (CA),Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Communications,"Data processing, hosting, & related services",ICT & Electronics,ICT & Internet Infrastructure,120,Yes,51.8,Yes,New,Opened,,,,https://blog.cloudflare.com/phnom-penh-cloudflares-122nd-data-center/,False,False,False,True,False,False,communications_data_processing_hosting_and_related_services_ict_and_internet_infrastructure,False,False,2018
330,2018-01-01,#294004,Wah Sun Hand-Bags,Wah Sun Hand-Bags,"Wah Sun Hand-Bag Factory Co. Limited was founded in 1985 and is based in Hong Kong. The Company's line of business includes the wholesale distribution of women's, children's, and infants' clothing and accessories.",www.wahsun.com.hk/,,,,1985.0,,+185226011032,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Asia-Pacific,cambodia,Not Specified,Not Specified,Not Specified,,,Textiles,Other leather & allied products,"Wood, Apparel & Related Products",Manufacturing,1219,Yes,51.0,Yes,Expansion,Announced,"Ma Qingming Chief executive officer, the company plans to further expand its production facilities in Cambodia, mainly due to lower labor wage there than Mainland China.",,,http://www.aastocks.com/en/stocks/news/aafn-content/NOW.848787/popular-news,True,False,False,False,True,False,textiles_other_leather_and_allied_products_manufacturing,False,False,2018
343,2018-01-01,#293068,Profood International Corporation,Profood International Corporation,"Profood International Corporation is a leading manufacturer of dried fruit.  The company was founded in 1980 and is based in Cebu City, Philippines.",www.profoodcorp.com,,,,1980.0,sales@foodcorp.com,+63323461228,Asia-Pacific,philippines,Central Visayas,Cebu,Cebu,Asia-Pacific,cambodia,Not Specified,Not Specified,Not Specified,,,Food & Beverages,Fruits & vegetables & specialist foods,Agribusiness,Manufacturing,264,Yes,36.0,Yes,New,Announced,,International including China,,http://www.sunstar.com.ph/cebu/business/2018/01/02/profood-eyes-cambodia-plant-582092,False,False,False,False,True,False,food_and_beverages_fruits_and_vegetables_and_specialist_foods_manufacturing,True,False,2018
352,2018-01-01,#293586,Mobile World Investment Corporation,Mobile World Investment Corporation,"Mobile World Investment Corporation engages in trading, repair, and maintenance of phones in Vietnam. It offers phones, information technology equipment, cameras, digital equipment, electronic equipment, household appliances, and related accessories. The company was founded in 2004 and is headquartered in Ho Chi Minh, Vietnam.",www.thegioididong.com,,,,2004.0,investor@thegioididong.com,+84838125960,Asia-Pacific,vietnam,Ho Chi Minh,Not Specified,Ho Chi Minh,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Consumer electronics,Electronics & appliances stores,Retail Trade,Retail,58,Yes,9.8,Yes,New,Opened,,,,Factiva Article,False,False,False,False,True,True,consumer_electronics_electronics_and_appliances_stores_retail,False,False,2018
353,2018-01-01,#294051,Luk Fook Holdings,Luk Fook Holdings,"Luk Fook Holdings, an investment holding company, is engaged in sourcing, designing, wholesaling, trademark licensing, and retailing of various gold and platinum jewellery, gold ornaments, and gem-set jewellery. The company is involved in gold bullion trading; wholesaling polished diamonds; property holding; and the provision of quality examination services, as well as the authentication of gemstones. In addition, it provides software development and Internet-related services. Luk Fook Holdings was founded in 1991 and is headquartered in Jordan, Hong Kong.",www.lukfook.com.hk,1873.78,7500.0,,1991.0,group@lukfook.com,+85223081218,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Consumer products,Jewellery & silverware,Retail Trade,Retail,83,Yes,26.4,Yes,New,Opened,,,,http://www.irasia.com/listco/hk/lukfook/press/p180110.pdf,True,False,False,False,True,False,consumer_products_jewellery_and_silverware_retail,False,False,2018
354,2018-01-01,#294610,Bank of South Pacific (BSP),Bank of South Pacific (BSP),"Bank of South Pacific Limited provides banking products and services to individual and business customers in Papua New Guinea, the Fiji Islands, Niue and the Solomon Islands. Its personal banking products and services include transaction and savings accounts, term deposits, home loans, personal loans and international banking services. The company also provides business banking products, such as international banking services, overdrafts, instalment loans, lease financing, business asset loans, bridging loans, merchant services, payroll services and term deposits for small, medium and big businesses. Founded in 1957, the company is based in Port Moresby, Papua New Guinea.",www.bsp.com.pg,,,,1957.0,servicebsp@bsp.com.pg,+6753201212,Asia-Pacific,papua_new_guinea,National Capital District,Not Specified,Port Moresby,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Financial services,Retail banking,Financial Services,Business Services,60,Yes,30.6,Yes,New,Opened,,South-east Asia,"Bank of South Pacific (BSP), RMA Group",https://finance.yahoo.com/news/bank-south-pacific-limited-bsp-013900600.html,False,False,False,False,True,False,financial_services_retail_banking_business_services,False,False,2018
358,2018-01-01,#296148,Vietnam Rubber Group (VRG),Vietnam Rubber Group (VRG),"Vietnam Rubber (Industry) Group provides technical, advisory, and consultancy services to the rubber industry. Its services enable the rubber industry to control and monitor the quality of rubber, rubber planting materials, and rubber products; develop, transfer, exploit, and promote research findings; sell and export crude natural rubber; supply and import inputs; and export machinery and spare parts. The company also produces technical specified and constant viscosity rubber; and latex, which is used to produce medical gloves and condoms. Vietnam Rubber Industry Group was founded in 1995 and is based in Ho Chi Minh City, Vietnam.",www.vnrubbergroup.com,,200.0,,1995.0,vrg@rubbergroup.vn,+84839325234,Asia-Pacific,vietnam,Ho Chi Minh,Not Specified,Ho Chi Minh,Asia-Pacific,cambodia,Kampong Thom,Not Specified,Not Specified,,,Rubber,Other rubber products,Physical Sciences,Manufacturing,306,Yes,91.0,Yes,New,Opened,,,,https://www.lecourrier.vn/le-groupe-de-caoutchouc-du-vietnam-inaugure-sa-3e-usine-au-cambodge/454336.html,False,False,False,False,True,True,rubber_other_rubber_products_manufacturing,False,False,2018
362,2018-01-01,#298184,Walita Toys,Walita Toys,"Walita Toys is toy and gift manufacturer. The firm was founded in 2012 and is based in Shenzhen, China.",,,,,2012.0,,,Asia-Pacific,china,Guangdong,Not Specified,Shenzhen,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,Phnom Penh Special Economic Zone,,Consumer products,"Dolls, toy, & games",Consumer Goods,Manufacturing,150,No,12.8,Yes,New,Opened,,,,http://www.ppsez.com/en/news/activities-announcements/361-grand-opening-for-walita-toys-cambodia-co-ltd.html,False,False,False,False,True,False,consumer_products_dolls_toy_and_games_manufacturing,False,False,2018
364,2018-01-01,#319520,Taiwan Cooperative Bank,Taiwan Cooperative Financial Holding,"Taiwan Cooperative Financial Holding is a financial holding company. The company operates its businesses primarily through investment and management of its subsidiaries: Taiwan Cooperative Bank, Taiwan Cooperative Bills Financial Corporation, Taiwan Cooperative Securities, and others, which are involved in banking, bill finance, credit card, trust, insurance, security, future, venture capital and other financial activities. The company was established in 1946 and is headquartered in Taipei, Taiwan.",www.tcfhc.com.tw,8641.78,,,,,+886223118811,Asia-Pacific,taiwan,Taipei,Not Specified,Taipei,Asia-Pacific,cambodia,Phnom Penh,Not Specified,Phnom Penh,,,Financial services,Retail banking,Financial Services,Business Services,60,Yes,30.6,Yes,New,Opened,,,,http://focustaiwan.tw/news/aeco/201811160012.aspx,False,False,False,False,True,False,financial_services_retail_banking_business_services,False,False,2018
